inventory_id,relative_path,sha256,size_bytes,extension,detected_type,text_or_binary,tracked_status,ignored_status,symlink_target,classification,likely_role,review_level,audit_status,per_file_report,notes
F0180,schemas/native/hybrid-composition.schema.json,feb6682c1aa1ed0a3bc3c06230ce27f006641d96238050151ad22584eb02cb9d,599,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0181,schemas/native/loop-run.schema.json,de5d1a277444c3ea53ae0c4860d1a7978b478893fb893cf4c1ba1fca4a11b038,609,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0182,schemas/native/match-run.schema.json,7afbfb42c5995ff375a050c93bb119ce50f2a761220c610f2c1622f082c23fb5,468,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0183,schemas/native/patch-plan.schema.json,90a1f06eaa3f6a3d6b235cc0439c57fec0187006ccc4c01b8fbb76571bb31958,982,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0184,schemas/native/runtime-validation.schema.json,f314d1ae2b72314a6ebf6c6d2905a8eb2f314498f256f567e01ae08622da90f3,606,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0185,schemas/native/section-export.schema.json,121ed87fe1b51a248b230acafd9780b96e74e01c72e9cba7fcd20fbb466eb317,451,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0186,schemas/native/staging-symbol.schema.json,44b3ce02db0758435f6a230a9ad37bd00c3a6308bf71761836050e5c90c6c4d0,607,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0187,schemas/native/windows-tool.schema.json,22af6f0e3266250f1c741e95e231c4ee3d62fd3944e0000e6ab6e652089906e0,484,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0188,schemas/reconstruction/abi-contract.schema.json,d2286943caed629e873a4107fcceb21f18b0759cfebd17b71f761af14e68e016,960,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0189,schemas/reconstruction/build.schema.json,647d938812825abaa84206de119ebc4a18d8fad70a4f50121f990a4af2571dd0,773,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0190,schemas/reconstruction/capsule.schema.json,c042105ec33667d5f67b4bd36311aa9c2989f97ef6c6c57cd5d0e634ada1437c,1066,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0191,schemas/reconstruction/compatibility-shim.schema.json,714bcc499ffc2db676e163a5886ce9ca4fca7df0b2382a94488c6dfc5a782926,864,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0192,schemas/reconstruction/generated-test.schema.json,8e99342ae82922d0c5c17c41e857074a5a2cec9b1269e23572aea09b5715a7b5,1117,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0193,schemas/reconstruction/header.schema.json,c878f851e64b11db9e0dad34785d5ef3ba3baa753e380af72f554fe44529a850,737,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0194,schemas/reconstruction/library-match.schema.json,cdf8967118c99e0f1d224829f1e3067a2b9db50f31ca945db68a3cec61b0f36e,1060,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0195,schemas/reconstruction/module.schema.json,4aa87665cf31d30d9395bff7fb9388c9bd55257718808572669a874922436a4f,953,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0196,schemas/reconstruction/security-finding.schema.json,9a4f8a220e2e2d1d7dbc8116968bf2752d57a5725e18673faf59a192ace1826e,945,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0197,schemas/reconstruction/semantic-changeset.schema.json,2cc66c0075ba39a54d86a20ca3705d4656ce90e922ce5a8c0b9357db1bc27b28,936,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0198,schemas/reconstruction/source-provenance.schema.json,d80a00434549c01f14f1afa7c43cb65b9eb653808b42fb5fa10f25b1d7ac1b0c,1200,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0199,schemas/reconstruction/translation-unit.schema.json,ea17fb7bfec69c8e9e3eb5d14179194acece94ba90d5e0ad76c5f3e653dca642,846,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0200,scripts/run-pytest-partitions.py,9e19f2f989ee6d471c1cddbad44be24741abc0bb1519965dac2476986fb98179,6665,.py,text,text,n/a (not a git repository),n/a,,build or packaging,,full,Audited — complete,project-audit/files/,
F0201,scripts/source_hashes.py,e09d431daa5e3986b435b5f6dd07b8357a47b6fff97c50e3fc1ddeb142013f19,5784,.py,text,text,n/a (not a git repository),n/a,,build or packaging,,full,Audited — complete,project-audit/files/,
F0202,scripts/sync-release-contracts.py,2ce74c75d2b1fd60f1c290fdabe5e487e9844decb6a9e96923cda3d2505a857b,4388,.py,text,text,n/a (not a git repository),n/a,,build or packaging,,full,Audited — complete,project-audit/files/,
F0203,scripts/validate-contracts.py,f03c8ca2c28e9925a2e6d08acd41b2d330bf85369acc35f52e1904723810e4d5,6875,.py,text,text,n/a (not a git repository),n/a,,build or packaging,,full,Audited — complete,project-audit/files/,
F0204,scripts/verify-ghidra.sh,254ae110f3a9b12b33ca77c698d7185792c180139fcef31017e400523440e111,2098,.sh,text,text,n/a (not a git repository),n/a,,build or packaging,,full,Audited — complete,project-audit/files/,
F0205,scripts/verify.sh,324346ded8358e7fe227f69035deefa0365843e3735dbef904a7ce7387b5e853,359,.sh,text,text,n/a (not a git repository),n/a,,build or packaging,,full,Audited — complete,project-audit/files/,
F0206,scripts/__pycache__/run-pytest-partitions.cpython-310.pyc,011433293ca75bc6dfff6abceeadafa8936c2d01e370ed6ebb6c87966d3136e7,6349,.pyc,binary,binary,n/a (not a git repository),n/a,,build or packaging,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0207,scripts/__pycache__/source_hashes.cpython-310.pyc,761abde4c0016aaddbe25349219c68b5367ecf56ea759781e06a86544ef945e1,6480,.pyc,binary,binary,n/a (not a git repository),n/a,,build or packaging,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0208,scripts/__pycache__/source_hashes.cpython-313.pyc,f2572b8e3528cb649ad4552fa88e7a60a57cc1d31886cb5f45d50e8d0b266761,10204,.pyc,binary,binary,n/a (not a git repository),n/a,,build or packaging,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0209,scripts/__pycache__/sync-release-contracts.cpython-310.pyc,a8dfbc275caca635af8e0ec1aa59b8fe8c97d5f1b001ee7fd0dcf321cde3ecc2,4144,.pyc,binary,binary,n/a (not a git repository),n/a,,build or packaging,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0210,scripts/__pycache__/validate-contracts.cpython-310.pyc,3121122f3cb4c5984d9e2c8b128230c29f3c1a8d29963280f06c92687cfc720c,6654,.pyc,binary,binary,n/a (not a git repository),n/a,,build or packaging,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0211,scripts/__pycache__/validate-contracts.cpython-313.pyc,3b30a2757e973e68de835391d43f482421fefdbb99f76701941d97200c22e3b1,10017,.pyc,binary,binary,n/a (not a git repository),n/a,,build or packaging,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0212,skills/x86decomp/SKILL.md,f8bff9e63605d3137355dafa5383c3eba7e3aba681bde1ce8d06f19fdf4a4dff,4680,.md,text,text,n/a (not a git repository),n/a,,documentation,,full,Audited — complete,project-audit/files/,
F0213,src/x86decomp/__init__.py,08fb24b72cf16b71245c88f08254d76da25b0b9581ec070a23ca043ff2372f99,474,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0214,src/x86decomp/__main__.py,cd307c2c0d8d783cc42355eb7a64ec5a09987b0c0d63e873ae7adc0c67af2b04,134,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0215,src/x86decomp/abi.py,262520e2ad900c65f75520d0965926f2b9229456520c82900f0d6a50791d9f4b,10956,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0216,src/x86decomp/analysis_db.py,583910cb27d192fa35e39b0e4165ffa71ac5a1fd77de1b78843245e525e414fe,11680,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0217,src/x86decomp/angr_backend.py,0c57842ff8c6a53993a71cbc11df186797454f0db2ec6ec3bc80139581f8f216,27216,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0218,src/x86decomp/artifacts.py,ba1e61fc66c5daf8dd5ec50ded74de9831967a54f533c398b1fbed2abd7f8727,5016,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0219,src/x86decomp/benchmarks.py,495856330b73b3f9635160d77cea6d4e67ef6c7a9e8db14b908aa2c4ade3acf1,7488,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0220,src/x86decomp/binary_reader.py,484e3667fb7a5301501d453e8393264f10d8bc9f2d76810405cd16038faa04e4,2867,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0221,src/x86decomp/canonical.py,57a138c9755a6aad8c2bd3ea5b90ca37d738882fd5860f9a6404cd9c0d21f0b5,11728,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0222,src/x86decomp/cli.py,674c6069aa4fcda3240077d81e4c56065db26766d9abf1fa786503be4005edd8,47138,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0223,src/x86decomp/cli_utils.py,9ce4927c67b8bbc187f1a0c9bc97dd96bc1f9b0b7df2248ceae4e9860473b32b,3986,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0224,src/x86decomp/coff.py,4630e57a2d64ffb3d9961e044437d5fe5f0bb4811a2c9748515baf59b167f798,51950,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0225,src/x86decomp/coff_archive.py,6f6e0159c3daf0dd8288d7284eff16ad341cbb4bea6f9e7e4b6afef656e475d7,16564,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0226,src/x86decomp/compiler.py,cd474dd4aa9c3ba80b6e5d1b50df0e2e2d460aae68b30bc63233531e730834bb,9946,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0227,src/x86decomp/compiler_lab.py,7feb0c4fe8f912f3ecd72216a67be512c76e0ab0a80ded41c0a32cc9c7a03b82,5959,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0228,src/x86decomp/compiler_worker.py,587489d60ee4c66870a3fb37ecadfb1f03d675902a5bb7438c066e6e9571cec9,5685,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0229,src/x86decomp/content_store.py,39e7c21f79772fcccfdd02a46913ce50825b8770ffe1cda5dab743ae820d03e9,15392,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0230,src/x86decomp/contracts.py,4031b2f069be4ba4d6fbdad241113e41d74e082c0cef43d59622ac49fbc98aca,5609,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0231,src/x86decomp/convergence.py,fdc0f36afb90be8d0a8724878be24d104a662e1f4515850516810894228d1725,7576,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0232,src/x86decomp/cpp_recovery.py,354295c6c6a16f6b8296760d153c824945f8f46bb035e843805d0979c5a55a3e,8186,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0233,src/x86decomp/decompme.py,ead409a6bd6d0060631b4bfd849191aa885a6f793968993432b048621a662bf2,3941,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0234,src/x86decomp/diffing.py,e15fdd427ebeee553b08dfedc704d21c7fd4146da984abfef1a77c18846731e7,2867,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0235,src/x86decomp/disassembly.py,7beb7f66049ca498017a9180be738f35d1dea545e04bb8d6e69747f0e14e3754,11665,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0236,src/x86decomp/dynamic.py,9a271b38f2231b4a7a1f37e5663ac186fbad3be2d7d03f6983ffe70185bef8ed,20581,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0237,src/x86decomp/dynamorio.py,8568a98326d91a775f2feec1847e8d3230c58253e1b015c3ee75dcb9b0d8b30d,8058,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0238,src/x86decomp/errors.py,5bb50a4d169960abdc486866d2e68c894d8c13da401361931d86991ff9f8030d,576,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0239,src/x86decomp/evidence.py,5e84e855cf3aa99a089ca44a049786ee37538761fa86b0a3ea988675230818eb,11142,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0240,src/x86decomp/exe_diff.py,c6ba882c4efd60db8e9cdf487bc13012257ca0be8f258030657ad87aba66ff48,8250,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0241,src/x86decomp/ghidra.py,a4b9ba54d680ccc858a4dbee991eb2462f2e003a49b28224588e2d4eea615474,3754,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0242,src/x86decomp/ground_truth.py,8e4ada1866c092d9594a5478abc51ee6d17de7cb2a344e8e29e7115906ab4eef,17274,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0243,src/x86decomp/harness_generator.py,a5d1bf5ac1fc22d34e2975ee93d73e021345d641ef883bc2bd3e2b9638179fe4,7169,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0244,src/x86decomp/hybrid.py,c6773b5b03b59a3a02b3e628b229ff32377b4b801046eb4605d79b9bff0f78b1,9750,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0245,src/x86decomp/image_match.py,31550da63849a38c19b606e0fd2c05836bb1924b8d24401504d5793ecab2ffaa,17164,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0246,src/x86decomp/integration.py,1dd501274cd70e4e97ee72667c488439d1cdd651e92a6306995e5c5655b39779,20437,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0247,src/x86decomp/linker_layout.py,695a3353f9f7b93e27e71f6a5ede51882b979997adb6fe47bd53946e87bd73fb,14783,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0248,src/x86decomp/linker_reconstruction.py,e2485c40df661dea95be2a879a8a91ff185ed25b859d8683c969e922cf1dc79c,6788,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0249,src/x86decomp/mcp.py,4a2239c91b1dec43b6b8f9424f5341b7d56985e07519024549546f06f98c2bdb,19730,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0250,src/x86decomp/memory.py,127b52aab344329016f75bf176937087932be5d9ab611c8f8badfb6d5b8e27e2,5952,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0251,src/x86decomp/models.py,368f0a0db647232d1383f15045966d9278cc2428732b9a6bf3978c4984dd0451,3306,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0252,src/x86decomp/msvc_metadata.py,997eae04ff2b00d7c5f21b1d6d79bc0423d7dfcf3f409db2d51600ef7f3146bf,42909,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0253,src/x86decomp/objdiff_adapter.py,a8e9ce06780f783f2ad9c6e50cf106fd0ecc1b82052d39fbbeeb1f40632a7d4b,7822,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0254,src/x86decomp/orchestrator.py,3c2cc2f693366d4201e4eaf34b0b6be2736bb1a7bb2635d8dd76771292229f73,42447,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0255,src/x86decomp/patching.py,f81a6e2fc12323262049645808778be12227704ee0f0d36eb343e946e56b3822,4276,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0256,src/x86decomp/pdb.py,cafd35f8251e24a91b6b01e36d651ef28b698fac11266a47c7daf9b5e9bd6179,26480,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0257,src/x86decomp/pe.py,c8ef3aff7c297083327f35ddbb6fe6977e2bb709488c5479bfb53e4214a2093d,24516,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0258,src/x86decomp/pe32.py,531e3625dfd0ee30ab9107d4f3a67dc7c1b2e11cde7f3c778745aae76d285f6b,45538,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0259,src/x86decomp/project.py,5a6ce12a71a6617d39cb2619a7adb97e8308e330989d6a93f3a2e82faaf2bc07,8894,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0260,src/x86decomp/project_state.py,75d110ea45d0a708e2f8d87c07a96f2c593ea70491590c2f28e22ac6c405fa89,24176,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0261,src/x86decomp/project_template.py,21050aad81e374bafd2400628ea946f8bc3040ddd735d6ea4299b7a33604d589,8817,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0262,src/x86decomp/release_gate.py,381121856f0ce249fe7e268be5f57d20bc6b7bc31b05c26b4056796629bce9c7,8215,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0263,src/x86decomp/relink.py,b4ea5875ec158515fc1a9408a7c1b46845e605cb2e8f4ea9548bc6b052d76cbd,5748,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0264,src/x86decomp/reproducibility.py,42890412018863aa16c5913570286c5bb71ef865e55a1b8f6de59e4618cab6ed,6610,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0265,src/x86decomp/security_audit.py,908cac0bdfd28cbd619ecf628ebee71753c735617f4570b3a07f36a35c8dfb6c,10037,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0266,src/x86decomp/service.py,e27471e52dc3b5eca0e3b46369cacfde424fb42bcd446cb475c7989b0dcfa8ae,10304,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0267,src/x86decomp/store_utils.py,79ca047c185646cc9cd5fb8493b8c4024cab512fbafe2a4687971a7c650113fb,777,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0268,src/x86decomp/symbolic.py,3d52cc7c0718b6d6f86485c95c3396d5f6d74663f3399dbb1ab3aa053f22ece5,46666,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0269,src/x86decomp/synthetic_corpus.py,432382a2bab467462c312306adf333e3151c8a28ae2ece0f4e7f6afd42bc5358,13970,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0270,src/x86decomp/target_pack.py,113aae1251f1143cc8a6f2a4e32adc05fbef2afb3a98bca0bbf588ae129ab8e9,19244,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0271,src/x86decomp/test_bundle.py,e39fa02455b0bffa5ff85455eaf86bbaad76921df269e3b5cd8c7dc188cb8de3,19119,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0272,src/x86decomp/toolchains.py,5bd47468fa9b0574ba82a60bec59d7e1b221760aa49af27ce49cd033c1bfd622,2446,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0273,src/x86decomp/tools.py,c2fbc3c8c648c9d37b7d2812d0c7b4e37245969f6a545fed1e488bb67de49e59,4360,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0274,src/x86decomp/util.py,92a8de9229078f873769f36804676ab02b66c1f7a95ae5f9f3bbced632f67ed5,6644,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0275,src/x86decomp/work_queue.py,0faf02ac6c5e6871728c3a81bf0737d189b5ba0b44c76335403b015c11c71d09,6090,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0276,src/x86decomp/worker.py,4ecd317bb9013edb1d0c1b79037ed139d0e240da60703e0b21198b5b131ffe33,14408,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0277,src/x86decomp/workflow.py,7f8feb468bf53f4cd1d5bc98cec7da39a21ebab9ee9483284d10052453129553,10092,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0278,src/x86decomp/assembly/__init__.py,60dcbf406ebd10f56f155b70ea0657b0d40a2405ef65cf3caa32979fd90ca254,438,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0279,src/x86decomp/assembly/annotation.py,b124d036b79e6ffa168f1e500717af68c615534f8bb789892f2818c5787bb1cd,4642,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0280,src/x86decomp/assembly/cli.py,4e03214d939e1e058ace11ea8a0fcc5973d6ad97b938de64677c6ab94cda6d71,10649,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0281,src/x86decomp/assembly/materialize.py,fc6ebc3aff941f6664c7e3b83b874401a86a1a1fc9608a587486046607b686a1,24112,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0282,src/x86decomp/assembly/pipeline.py,f9c39a196061a060c62f27790683038c4ab4bf02828656f0bb34f6a4c3274e56,16830,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0283,src/x86decomp/assembly/relocations.py,bc19a023e373f5a64a2a2ffdcc9835e57fc65bd76ba8c6ca87f1855b0ccb66a1,16013,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0284,src/x86decomp/assembly/store.py,9cc40fd2fa51e63f32b04caab2fcd1ea352358deb539b805193224366efaf51f,4898,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0285,src/x86decomp/assembly/__pycache__/__init__.cpython-313.pyc,f2d44ad1cdfb73d5bb084ff5dfbbe15c423a8253b19a99d83b7775648e2cfb59,621,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0286,src/x86decomp/assembly/__pycache__/annotation.cpython-313.pyc,07582974c4d17ccf0c8c17cece9c89fac0f6f710d5ca2b3671bf4afc1c863710,7051,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0287,src/x86decomp/assembly/__pycache__/cli.cpython-313.pyc,e9c0427f86c16d6bb7e7960bc4e53243e1252cb3381734ad57e605616bae3c97,14492,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0288,src/x86decomp/assembly/__pycache__/materialize.cpython-313.pyc,ee9001762012a52cb8e956923629ff6698510f06c592c221e31ba27865734d4b,28445,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0289,src/x86decomp/assembly/__pycache__/pipeline.cpython-313.pyc,8ccaebd09f568a5755d176c6dafba7a45cca034d82716c44be950cb8dd78b149,18110,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0290,src/x86decomp/assembly/__pycache__/relocations.cpython-313.pyc,d663c5cd34868a036acd6aa6f1866befdcce57193f1dce6ba38626388608536e,16453,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0291,src/x86decomp/assembly/__pycache__/store.cpython-313.pyc,324555d1165a5c2b65e887a4e25ac94ae882b880fddbb1e7d5fdd306e6669546,5881,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0292,src/x86decomp/corpus/ground_truth_sources/aliasing.c,09a93c1038059384920be8ed617f196950b3b935fa4e7ecdcccd4b38215f222c,105,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
