inventory_id,relative_path,sha256,assigned_batch,review_started,review_completed,reviewer_status,read_completely,cross_references_checked,runtime_checked,tests_checked,documentation_checked,findings_count,open_questions,final_status
F0149,project-audit/files/scripts__sync-release-contracts.py.md,82364530d7412955a7f9531458f268c48fe73ce4da21283f5c7090803b987bc6,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0150,project-audit/files/scripts__validate-contracts.py.md,687468704a9a009538bed04f71e452a70d866db97b44b8d74111c1057a04f8a6,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,1,See linked finding verification-needed fields,Audited — complete
F0151,project-audit/files/scripts__verify-ghidra.sh.md,2c72510a8ceefaecc8f901601a80dc73de41bfb517d430279ec6c9cbbe68d3ae,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0152,project-audit/files/scripts__verify.sh.md,2aab51208369f89321d243308a56175fe43c158a8b209724cd167722510b7201,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0153,project-audit/files/setup.cfg.md,ab69841f4a243f7c52f1720f202891a8445d32f16f717a6a7ddb221e0e5f5bc4,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0154,project-audit/files/skills__x86decomp__SKILL.md.md,69ccfb11592cdd460bbb66da9217ba4ef563ce6eada700519d790756c45697c8,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0155,project-audit/files/src__x86decomp____init__.py.md,e5655f836c22d263b086e357bd8ae5abfc064719dd171584ad4e0712068663f6,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0156,project-audit/files/src__x86decomp____main__.py.md,05e5dd3a236aa2ac8c750fd536bb728d11ddb892535bf03efe01bc4bda3473ce,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0157,project-audit/files/src__x86decomp__analysis_db.py.md,4b2892049fe9dc317a3a80ebb12a458ff8a00b1676afec54fa05cb1b898cc6b0,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0158,project-audit/files/src__x86decomp__binary_reader.py.md,77b333eac9efddd4e7e7a5da53eb3b4e35fd75b6c7a29a024ec5aa1bd21eaa88,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0159,project-audit/files/src__x86decomp__canonical.py.md,da367ed0d4e843de0a21ecdd4cb7d23d6ffd6fc17c5e7b93a08349e9e801a0e4,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0160,project-audit/files/src__x86decomp__cli.py.md,59e6ed8d5a46d70314da0630f3d102abbf2df89ec4ea5b543f5a6020da80266f,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0161,project-audit/files/src__x86decomp__cli_utils.py.md,6083b497cc20fcd7dfa0878b9e920d0839d75339d685e54249eb5ab377f5f7fd,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0162,project-audit/files/src__x86decomp__coff.py.md,0aa7bef1164e4b8743a823d6ff530321e3a7909635d7febffa757e7ebeaebf44,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0163,project-audit/files/src__x86decomp__coff_archive.py.md,57c796a79b31da081ab2bfe4e52b1320da93e16396fe2136769c0e4176bc028a,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,1,See linked finding verification-needed fields,Audited — complete
F0164,project-audit/files/src__x86decomp__compiler.py.md,7344c9d109d7168e9910c0da524a2209917c17c1cdf6ffe2740d653b9bfae089,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0165,project-audit/files/src__x86decomp__contracts.py.md,5b37e1698c4798b35676e2f805255a239290ee3e5098ad2d89756ad2ac9120d9,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0166,project-audit/files/src__x86decomp__errors.py.md,513a917957c0eff56fbf96904de287a95680124f5d33286f1f4cd1c3aa83de08,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0167,project-audit/files/src__x86decomp__ghidra.py.md,1a725904801e36ee7acf6ee75a1d57b591b17683fad9787da3e22960f5551c58,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0168,project-audit/files/src__x86decomp__local_llm__transport.py.md,f3f375aa96a623796b93f9a9af57a0f06254a9e40461520133a22804d313f3a5,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0169,project-audit/files/src__x86decomp__mcp.py.md,b248ee4199d56ab060a60ecf6de5d11c21f518f6255b4a9ffd8e324b6c57b3d5,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0170,project-audit/files/src__x86decomp__models.py.md,d8ae79a8c93dfaf1700706a4bf0d48b5d5e86c3f95ba44c4c962a4fe28fb4524,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0171,project-audit/files/src__x86decomp__msvc_metadata.py.md,be82d91aac658b1a184cbd41afd72c4156d8acba1734fe2fa1c07bae431f837a,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0172,project-audit/files/src__x86decomp__pdb.py.md,eb8fec215999ab6a7359ebccec863fefe93d650ae5528c83fddfc87fa952095c,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0173,project-audit/files/src__x86decomp__pe.py.md,faef9fa221742c64ab8077aeec22dc6534c37b67cece7a3534373b713ff6d25c,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0174,project-audit/files/src__x86decomp__pe32.py.md,527707aec58f4a490e2050dd4f468caa09001b9ada435925b691d136a9353e80,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0175,project-audit/files/src__x86decomp__service.py.md,660a18bf8176db8ebb9513a845ee357ad757f21af7d9f543c01ba431a9933c98,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0176,project-audit/files/src__x86decomp__test_bundle.py.md,cabc490e43ff0a57ef873ffecd73665d3881355086a48b758b35f8ce17af7cc1,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0177,project-audit/files/src__x86decomp__util.py.md,010988af7e03ea5971cd444ec815f0470bd1a863f58d53ce3e9fa483197278bf,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0178,project-audit/files/x86decomp-test.json.md,106a73295e14170ad80dbe3b9e6a16c04711f69d9d9ac6a19c9211db957bc9e2,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0179,project-audit/manifest_failures.txt,c25f533e868c223a875cf34c7dc6328f922f45545b3cf03f937d619c6d669809,project-audit,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0180,pyproject.toml,141e8829c0aaefbd084d7a60ead3f8a07e049682e80043e1b3f1b86c55d691cf,pyproject.toml,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,4,See linked finding verification-needed fields,Audited — complete
F0181,schemas/abi-contract.schema.json,536e89f5ab760329f3799138b17c8a321170fc1fc729528d97b7f75d4af96c76,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0182,schemas/assembly/asm-function.schema.json,5203c2e7147c3d4a5b57d7f481e62a341c8a5a49aa6534c27350c51b67f49f4b,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0183,schemas/assembly/asm-run.schema.json,da6ccd5588a1e5a2324c9e99e4ac21bc9246d7393c3042e5436ee5a40ba98736,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0184,schemas/assembly/relocation-resolution.schema.json,2cf985f26cc073f194e444ef49215b8bc4f2cd66d0ee546f05e67559afba63a2,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0185,schemas/assembly/roundtrip-report.schema.json,fd727824f525c79838ba3366ea7a3651490cd270d9e267734efca7d9223a3650,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0186,schemas/assembly/symbol-map.schema.json,ddacd944e055f1b3e9e902199252271944479183e3cfc77cbf11ff9443b867d6,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0187,schemas/benchmark-corpus.schema.json,0081dd4d038287641f14ccd228dd0e824bff8bd3745f8251aaa0a94c1c61e36c,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0188,schemas/claim.schema.json,362341adcb81640a7839c77d37d7203b911e7e79655be6c0ab4115f460609532,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0189,schemas/coff-archive.schema.json,5f5a43f1ce6ae1221df24107f7b9db057156731736ff4aad5c81c93a73abaab3,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0190,schemas/comdat-resolution.schema.json,01fd177dfa983202ca8770e7985aa623e166fd22c20fdecc1d3d37f9cbfe0aae,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0191,schemas/compiler-ground-truth-comparison.schema.json,1ea55d940c62d4e60487f74ac4d9756e4ff4c7cb2c39c9dd629b1d4150646dfb,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0192,schemas/compiler-ground-truth.schema.json,1f8d15358ce71168a0f7c4d61ba7ad9db1ef12b534b27444bdda1f77f96392a2,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0193,schemas/compiler-lab.schema.json,37bc55f945daffc31844a78c2b4788191f501589303826a6cee207c5c4717506,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0194,schemas/compiler-profile.schema.json,6903f160acf5cfb8329567efbdd2da82b9f171705971e9842afcae21a4a4f844,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0195,schemas/convergence-report.schema.json,ace195921a16f72366e2920e6e2ce4e464b51f665d4d12ff5117dbea49119185,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0196,schemas/cpp-recovery.schema.json,9eda5eb04cdd6404ed82077dab0b1f2668f3682b33f864fec3c7348439515d8a,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0197,schemas/decompme-packet.schema.json,65cd0a5d3197e6de85ec46c8eb372a387102192d9341ee252a7f40ca83b91704,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0198,schemas/dependency-audit.schema.json,2eef4097789050d846536b406ccd7b9e8e639467bdf1ca530045fcc6050c8ee2,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0199,schemas/drcov-trace.schema.json,aedc8ab92612b4b325552d3de98da9d04e2e4c3aa2bb2ab319e20f85616cfe7f,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0200,schemas/dynamic-report.schema.json,1af7c179c9d4fedbf542c098eab126d556fc8345a464176d211640f391effce0,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0201,schemas/evidence.schema.json,5c5199ae9f480dbbb28eb3ebd889a53a46c08535cabf346d3a0bf04f4a4aa7bd,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0202,schemas/exe-diff-report.schema.json,3bfb70b7158750523074f638ff5955cc519097a37543f9f097909f4576373b50,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0203,schemas/execution-harness-generated.schema.json,7ba43bfcb6b5b8736d784112af5531e1a890630e379eb2c345f15442c18a2c6d,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0204,schemas/execution-harness.schema.json,2ec27dc202dcf7ab923c646c71e30769b0c18527aaf2e6ba44e70536574e4f68,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0205,schemas/function-workflow.schema.json,972f7c4fef555a4653a57cad04f1dedb186cc70a6c59de7e674645b30c240351,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0206,schemas/function.schema.json,00c65be77cc237df28a9112019c07019f88f38072ceb329907adc88bcfc34704,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0207,schemas/governance/campaign.schema.json,df027ea63ef0017b5a9ecae133a21ab7fa13f68e00545529e8606b5f39d1f854,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0208,schemas/governance/candidate.schema.json,db23f94af8b37ebdfff2798c271a0ef02ea9d77aae83fa8c8ebdab3d2f55ad67,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0209,schemas/governance/changeset.schema.json,6788b90056dbf46cdaaaab292bdc6c3102e20ff47c790f131b47c15d08f5cbd3,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0210,schemas/governance/consensus.schema.json,f3edcf4a5962701cde7a0f4f483a19d49e9f5beea5e6a4dc3c643c9970ee9c43,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0211,schemas/governance/counterexample.schema.json,0e2b706ed1bf89e6c07a483dd171dbb23fbac4f67c87ef1df16be6c2fe50d19c,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0212,schemas/governance/family.schema.json,cd02347eefe68396b21d7ec5af6ef9c1554dd4715e962e302ece657cb0b851ed,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0213,schemas/governance/hypothesis.schema.json,1013bee5c093d4cf0e619dbcdc52a2b2ff79c0b768da9c699ad0483bfc283a83,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0214,schemas/governance/knowledge-graph.schema.json,d1bc76932c0264e763eb4cdb47d46397ddf00bb57e1c240371ef42049631db28,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0215,schemas/governance/plugin.schema.json,1fb5e12f5c8eb5408dea6372c5442273b1694559dc9c09784bbca4309dbf5fd2,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0216,schemas/governance/proof-bundle.schema.json,b169fcd67f41318514ea5984fa5715cab569020f56547ccb58f93a98679090c0,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0217,schemas/governance/review.schema.json,280cfe7963adcdcbbb3a1fde01b921cad82751d2240a4fcdaa9b9543db071bc2,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0218,schemas/governance/worker.schema.json,ca8f6768a4c7dfe89e80f2107c4bb43badde4d01d3ec6947ff001c9b207b403c,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0219,schemas/hybrid-project.schema.json,c72692b4469f7ba92b2945968974d495371e2c0f03ad438c970418c3ce31d9b0,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0220,schemas/image-match-report.schema.json,f81f81c2581b2941b9a3850aa2d296957e1d14de2ad3d8ee92839b34ccfadc23,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0221,schemas/image-profile.schema.json,5916e3589fb77876a26861ccfea7dfbfbf4b9c55e92243ed66dae4270dad70d7,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0222,schemas/integration-report.schema.json,4732a3a8f4038739f46c7b7b74b20999c68d9f637bac783a53b03eee91e91d1a,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0223,schemas/integration-scenarios.schema.json,60799068b8df90e7d457415f6e08fa236a0620630ddab2641dec2ff8bac6e43e,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0224,schemas/linker-layout.schema.json,a8faf6022c8b70e04c3375d47a480b9a811e72edd55ea7e0ec4e80a77a8ca934,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0225,schemas/linker-reconstruction-plan.schema.json,1d6fadf9737abed4d02cc90d3859898785edf62d3909c39fe893c8841c57f504,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0226,schemas/local-llm/candidate.schema.json,cadff624248794b1841a55fd49f2f980658a442d046530c183ec0c89d44d99ab,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0227,schemas/local-llm/job.schema.json,6ac68b5f4f22855154f8ec09e599c7caa3ce12d117fb125a0bae8e4dce0197a8,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0228,schemas/local-llm/profile.schema.json,dc3ed501bada8be1896567c329fd550ad843059786ed07bbae6ef3063fdfe3ee,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0229,schemas/local-llm/report.schema.json,d61c0308354431848f281d3c62cd32b39c9d61277492bee480a02276e5ad6ac0,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0230,schemas/mcp-mutation.schema.json,64335798160269133e880d823f14de7f0cb4f2dafbf0c47526e24fb9fb16ea29,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0231,schemas/memory-event.schema.json,d2f38971ac7dda92dda0564bb77bb4858160b5a342476d36fe52238eb5289e74,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0232,schemas/msvc-metadata.schema.json,84d0b6bc880ab47954f951a4eed4db317c14ee33ed5cdbe0ee098ce61c1d6273,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0233,schemas/native/boundary-finding.schema.json,58d723eee6c5c374f78dcac68a23be5d0b60c6f002c3e8285d307eef496e74fc,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0234,schemas/native/candidate-manifest.schema.json,d3bad2e693b4b7d6e1c230d9e03ff775298273523c8b562d3b78400c13313029,schemas,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
